timestamp,influencer_profile,promoter_profile,influencer_tweet_url,promotion_tweet_url,influencer_tweet_likes,promoter_tweet_likes,influencer_tweet_text,promoter_tweet_text
2021-09-27 12:05:38+00:00,https://twitter.com/gokhshteinmedia,https://twitter.com/psalmcrypt,https://twitter.com/gokhshteinmedia/status/1442456069284974593,https://twitter.com/psalmcrypt/status/1442460419612835840,28,1,Which happens first? #crypto #bitcoin $ETH,@gokhshteinmedia @davidgokhshtein power play period for #BTC  next the next 6 months. It will reach 51k+.  Enjoy the ride and take informed decisions. Good luck.  Btw!! Joining the @tribeonedefi community will be your best decision. Go full into the ecosystem with @tribeonedefi.  #HAKA  #BTC
2021-09-27 12:25:32+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442453870333022208,https://twitter.com/psalmcrypt/status/1442465429650214924,837,1,Super Bullish.,@davidgokhshtein It's a bullish week  everyone woke up with the right mood.  I just joined the @tribeonedefi family  now I have become my own bank. Nice to have a peer-peer frictionless #DeFi   #DeFi #HAKA
2021-09-27 15:31:22+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442502469863444484,https://twitter.com/psalmcrypt/status/1442512194705395718,663,1,$XRP  $XDC and $XLM.  The X’s.   If you dig into the projects you’ll understand why I’m bullish on them.   NFA,@davidgokhshtein Good for you David  I'm really not a fan of these projects though.  Anyway!!!  staking &amp; earning rewards with $HAKA has been fun!🔥  pools are filling up quickly!!!! LET'S GO!!!  🚀🚀  #Tribe #BTC #HAKA
2021-09-27 15:59:31+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442516020678340608,https://twitter.com/psalmcrypt/status/1442519279451066379,68,2,So Jaime  you’re saying #Bitcoin is legit?,@davidgokhshtein David were you thinking #BTC is a Ponzi scheme ?  Look out for @tribeonedefi and be a part of their three leading #staking programmes where you can now stake $HAKA  @unifarm_  @hotcrosscom  @pool_x_official .  Massive one from @tribeonedefi   #DeFi #HODL
2021-09-27 16:09:21+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442497336865853444,https://twitter.com/psalmcrypt/status/1442521752131624965,114,2,Are you stacking more $BTC or $ETH?   So far  the people I speak to are more interested in $ETH believing it’ll put up the same numbers $BTC did in 2017.  Thoughts.,@davidgokhshtein I also think the same for $ETH  $ETH 2.0 will be a major blow for $ETH in general.  If you want big APRS of up to 55% I suggest you Stake $HAKA now.   Pools are going rising up so quick 🚀🚀🚀
2021-09-27 16:38:11+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442523465895010306,https://twitter.com/psalmcrypt/status/1442529008730705921,223,5,Damn — $COTI is really moving today. 👏🏻,@davidgokhshtein $COTI will be part of the future though 💪  With the two recent anazing #staking programmes running you shouldn't miss out on $HAKA. @unifarm_ &amp; @hotcrosscom will be a big blow for $HAKA 🚀
2021-09-27 16:48:17+00:00,https://twitter.com/pbxleviathan,https://twitter.com/psalmcrypt,https://twitter.com/pbxleviathan/status/1442505437211856898,https://twitter.com/psalmcrypt/status/1442531552643092482,143,1,We are going for the ATH! $COTI will break barriers after today speech of @shahafbg  on @cryptomanran show. https://t.co/sIBFtSWbDx,@theCOTIinvestor @shahafbg @cryptomanran Only reason I bought @ .34 was because @Cardano was an investor.. $COTI is performing at a high level today.  I will be staking more in $HAKA. Staking on the  #UniFarm pool to earn APYs of up to 250%. @tribeonedefi is dominating 🦍🦍.  #HODL #DeFi
2021-09-27 16:54:41+00:00,https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1442505224162213895,https://twitter.com/psalmcrypt/status/1442533163272704003,2479,1,What #crypto is undervalued?,@intocryptoverse IMO  $HAKA is unfairly undervalued. Great prospect and massive use case.  @tribeonedefi is a big solution giver and with their token $HAKA I'm certain they will do alot in the space. Let's go TRIBE!! 🚀🚀  #DeFi #BTC #HODL
2021-09-27 16:59:42+00:00,https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1442514685169999880,https://twitter.com/psalmcrypt/status/1442534424084729860,1466,1,Buy #Bitcoin now so your future family never has to FOMO! ❤,@TheMoonCarl I hodl a large portion of #BTC already in my folio.  It is time to focus on promising investments like $HAKA. An investment that will generate passive income and will be a very secure and transparent investment .  #DeFi
2021-09-27 17:08:11+00:00,https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1442481679550058497,https://twitter.com/psalmcrypt/status/1442536560667332608,1139,1,“China bans #Bitcoin”  We’ve heard it a million times  yawn. 🥱  I’m glad we’re moving on already.,@TheMoonCarl It's obvious #BTC is gradually breaking from China's dominance which Imo is a very good #bullish sign.  @unifarm_ is a superb project on its own. 🔥🔥 Staking $HAKA on the #UniFarm staking pool to earn big APYs up to 250% will be a  big plus.  Don't snooze!!😁 $UFARM #DeFi
2021-09-27 17:13:03+00:00,https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1442464286438199299,https://twitter.com/psalmcrypt/status/1442537785823539210,2231,3,I'll keep holding my Bitcoin until I fly private jets every week or until I'm cleaning them.,@TheMoonCarl Lol your goal is to buy a private jet? 🤣   Mine is too buy a paint House with my 250% APYs  when I stake $HAKA  on the #UniFarm pool  $UFARM #DeFi
2021-09-27 17:33:15+00:00,https://twitter.com/saylor,https://twitter.com/psalmcrypt,https://twitter.com/saylor/status/1442490501257629703,https://twitter.com/psalmcrypt/status/1442542866945826819,12670,2,Replace your fear with focus. #Bitcoin,@michael_saylor I'm replacing all of my fears with $HAKA.  @pool_x_official pools are rocketing 🚀 quickly. So I will keep staking $HAKA to enjoy APRs of up to 55%.  #DeFi
2021-09-27 17:49:25+00:00,https://twitter.com/Eric_BIGfund,https://twitter.com/psalmcrypt,https://twitter.com/Eric_BIGfund/status/1442473788411629568,https://twitter.com/psalmcrypt/status/1442546936477884419,2951,2,Don’t wait to buy bitcoin. Buy #bitcoin and wait.,@Eric_BIGfund I am going big in $HAKA instead.   Nearly 5 million + $HAKA has been  staked on  @hotcrosscom #staking pool !! I'm not missing out on the chance to stake &amp; enjoy whopping APRs of over 200%  #HODL #DeFi
2021-09-27 17:53:18+00:00,https://twitter.com/krakenfx,https://twitter.com/psalmcrypt,https://twitter.com/krakenfx/status/1442443931715719169,https://twitter.com/psalmcrypt/status/1442547914807463941,4105,2,♥️ if you're bullish on Bitcoin,@krakenfx I am clicking the like icon not because I'm bullish on #BTC but because $HAKA is breaking limits and more recognition is happening.  #bullish #DeFi
2021-09-27 17:57:07+00:00,https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1442547089385435138,https://twitter.com/psalmcrypt/status/1442548875911434243,1434,2,Just a reminder that #Bitcoin is king and always will be! 😉,@TheMoonCarl Lol no one is disputing that fact. But you should realise there are highly undervalued projects that might even do better than #BTC.  DYOR on $HAKA to understand better!!!!  #bullish
2021-09-27 18:05:48+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442523852337147910,https://twitter.com/psalmcrypt/status/1442551059596156928,114,6,China coming out with that FUD a few days ago was the best thing ever — discounts everywhere.,@davidgokhshtein Hey David  nobody cares about China banning #BTC or #Crypto in general..they have done it for the umpteenth time🤨.  Anyway  now that @tribeonedefi has partnered with @BabylonsNFT  i guess there would be a wide range of #NFTs in the art + gaming space.  A bullish move  #DeFi
Tweet Deleted,Tweet Deleted,Tweet Deleted,Tweet Deleted,https://twitter.com/psalmcrypt/status/1442552136894615557?s=19,Tweet Deleted,Tweet Deleted,Tweet Deleted,Tweet Deleted
2021-09-27 18:17:39+00:00,https://twitter.com/AltcoinDailyio,https://twitter.com/psalmcrypt,https://twitter.com/AltcoinDailyio/status/1442491717320523778,https://twitter.com/psalmcrypt/status/1442554039787474944,2788,1,I like #Solana. I just want to find the next #Solana.,@AltcoinDailyio @tribeonedefi is the next #Solana.look at $HAKA atm!! Big partnership from reputable companies.  More exposure and y'all won't understand the sudden growth of $HAKA
2021-09-27 18:24:08+00:00,https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1442553606943563780,https://twitter.com/psalmcrypt/status/1442555671422119938,2929,2,Bitcoin still cheap. Keep buying.,@TheMoonCarl $HAKA is cheaper with bigger prospect and great ROI  @tribeonedefi partnership ecosystem keeps increasing massively🦾.  With this extensive reach  @tribeonedefi would revolutionize the #DeFi &amp; #NFT sphere as a whole  More time and it will begin to happen.💪💪  #NFTs #DeFi 🚀
2021-09-27 23:14:50+00:00,https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1442609744867311617,https://twitter.com/psalmcrypt/status/1442628830137655296,3002,2,When will #ethereum break $10 000?,@TheMoonCarl Hopefully $ETH gets there by this time 2022.  Y'all see the speed in which $HAKA is growing?  $HAKA would end the year with big figures.   Let's say $1+  #HODL #DeFi
2021-09-27 23:21:18+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442625407455535104,https://twitter.com/psalmcrypt/status/1442630458685145088,418,1,#NFTs are on fire.,@davidgokhshtein #NFTs are the big deal in the space currently.  @tribeonedefi partnership with @BabylonsNFT is a big one in the #NFTs space..it come with an incredible  Low minting gas fee feature Robust range of #NFTs in the art &amp; gaming space Unique platform to trade &amp; invest in #NFTs  #NFTs
2021-09-27 23:32:56+00:00,https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1442609585005727744,https://twitter.com/psalmcrypt/status/1442633385504038912,2138,6,I kind of like #Bitcoin just hanging out at $43k for a bit. Anyone else or nah?,@intocryptoverse I actually miss #BTC at $60k+ i did feel like a trillionaire doing those times. #BTC at 43k isn't so good for business.  @tribeonedefi has really become a true decentralized platform  going forward @tribeonedefi will solve inefficiencies in the digital lending space.  #DeFi #HODL
2021-09-27 23:43:30+00:00,https://twitter.com/TheMoonCarl,https://twitter.com/psalmcrypt,https://twitter.com/TheMoonCarl/status/1442604454306451458,https://twitter.com/psalmcrypt/status/1442636043543527427,1312,1,Bitcoin dumping a bit. I’m not worried. Bitcoin always comes back eventually.,@TheMoonCarl I don't know if to see this pump and dump as a blessing in disguise.. #BTC needs to do better...  @tribeonedefi ecosystem will cause mass adoption of DeFi. Putting an end to entry barriers   and ensuring maximum usage for all market participants on a large scale.  Massive one!!
2021-09-27 23:51:50+00:00,https://twitter.com/TheCryptoLark,https://twitter.com/psalmcrypt,https://twitter.com/TheCryptoLark/status/1442623680312344579,https://twitter.com/psalmcrypt/status/1442638141140217864,2493,1,This has been a turbulent week for #bitcoin and the entire #crypto market. This market will test you mentally harder and faster than any other market. To make it here you need to be tough.,@TheCryptoLark Lol  why worry about now when you can take advantage of the situation.. aside #BTC there're awesome projects out there.   $HAKA is an amazing one  undervalued but has great potentials for longevity and prospects   DYOR to see  I'm bullish on this one.  #DeFi #NFTs
2021-09-28 00:01:49+00:00,https://twitter.com/davidgokhshtein,https://twitter.com/psalmcrypt,https://twitter.com/davidgokhshtein/status/1442600576311644160,https://twitter.com/psalmcrypt/status/1442640652626534400,427,1,$OMI Homies?,@davidgokhshtein $HAKA instead.....@tribeonedefi is the first decentralized Al-Powered #NFT lending  borrowing and investing platform!  Staking in their native token $HAKA will give massive ROI.  Just #HODL and be ready to harvest.  #HODL #DeFi
2021-09-28 00:16:10+00:00,https://twitter.com/intocryptoverse,https://twitter.com/psalmcrypt,https://twitter.com/intocryptoverse/status/1442602429653135362,https://twitter.com/psalmcrypt/status/1442644264828252161,1453,1,Hold the line #Bitcoin!,@intocryptoverse the best 3 months for all cryptocurrency starts October 1st ! hurry! Y'all keep buying the dips  I'm accumulating as much $HAKA as I can.. very soon @tribeonedefi will launch her #dApps and that will have a big bullish impact on $HAKA.  Just #HODL $HAKA to the world 🚀🚀🚀🚀
2021-09-28 00:25:21+00:00,https://twitter.com/TheCryptoLark,https://twitter.com/psalmcrypt,https://twitter.com/TheCryptoLark/status/1442639386177261569,https://twitter.com/psalmcrypt/status/1442646574723698689,1987,2,#bitcoin just keeps putting in lower highs. No sign of a trend reversal yet. https://t.co/oRrMpQoqKD,@TheCryptoLark A trend reversal will definitely happen  the month is almost over big news for #BTC will begin from October.  You should Stake $HAKA on @SkyrimFinance to gain access to multichain tokens like  #BNB   $DOT and more..you can also earn big rewards..  #HODL  #DeFi #dApps
